ANO_ELEICAO;NR_TURNO;TP_ABRANGENCIA;SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;SG_PARTIDO;NM_COLIGACAO;DS_SIT_TOT_TURNO;QT_VOTOS_NOMINAIS;codeIBGE;espectro;pop2020;img;PIB;PIB_agr;PIB_ind;PIB_com;PIB_estatal;micro;meso
2020;1;M;MG;49875;PEDRO TEIXEIRA;162;Prefeito;11;REINALDO MANOEL DE OLIVEIRA;REINALDO;DEFERIDO;PP;UNIÃO, DIÁLOGO E IGUALDADE;ELEITO;1077;3149408;DIREITA;1806;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;22894;2646;719;6512;12294;Juiz de Fora;Zona da Mata
2020;1;M;MG;43192;CHALÉ;158;Prefeito;45;CARLOS RODRIGUES DA SILVA;CARLINHO;DEFERIDO;PSDB;UNIDOS POR CHALE;ELEITO;2908;3116001;DIREITA;5699;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;65167;8522;6757;21324;25667;Manhuaçu;Zona da Mata
2020;1;M;MG;42544;VEREDINHA;336;Prefeito;45;EDILSON NUNES DE ARAUJO;EDILSON NUNES;DEFERIDO;PSDB;PARA O PROGRESSO CONTINUAR;ELEITO;2158;3171071;DIREITA;5727;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;98117;36253;13490;18587;27038;Capelinha;Jequitinhonha
2020;1;M;MG;53635;TAPIRAÍ;21;Prefeito;25;RONALDO PEREIRA CARDOSO;RONALDO;DEFERIDO;DEM;JUNTOS PELA RENOVAÇÃO DO MUNICÍPIO;ELEITO;995;3168200;DIREITA;1872;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;36390;13750;1384;7508;12831;Piuí;Oeste de Minas
2020;1;M;MG;52574;SÃO JOÃO NEPOMUCENO;258;Prefeito;40;ERNANDES JOSÉ DA SILVA;ERNANDES;DEFERIDO;PSB;SÃO JOÃO NO CAMINHO CERTO;ELEITO;9394;3162906;DIREITA;26447;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;429145;10952;85620;194702;108839;Juiz de Fora;Zona da Mata
2020;1;M;MG;51233;ROCHEDO DE MINAS;258;Prefeito;10;CRISTIANO CORREA COLETTA;CRISTIANO COLETTA;DEFERIDO;REPUBLICANOS;JUNTOS COM O POVO , PELA MUDANÇA , COM HONESTIDADE , RESPEITO E TRANSPARENCIA;ELEITO;1039;3156205;CENTRO DIREITA;2320;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;63649;1691;22808;18557;14176;Juiz de Fora;Zona da Mata
2020;1;M;MG;40720;SÃO JOÃO DO MANHUAÇU;167;Prefeito;15;SÉRGIO LÚCIO CAMILO;SÉRGIO CAMILO;DEFERIDO;MDB;SÃO JOÃO NÃO PODE PARAR! ;ELEITO;4401;3162559;DIREITA;11674;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;127379;12421;6380;49365;50658;Manhuaçu;Zona da Mata
2020;1;M;MG;52310;SÃO GERALDO DA PIEDADE;283;Prefeito;23;EDNA MARCELINA PEREIRA MADUREIRA VIANA;EDNA DIRETORA;DEFERIDO;CIDADANIA;¿COM INOVAÇÃO, TRABALHO E PAZ, SÃO GERALDO AVANÇA MAIS¿;ELEITO;1598;3161601;CENTRO;3910;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/cidadania.png;36336;3237;988;10930;20023;Governador Valadares;Vale do Rio Doce
2020;1;M;MG;40827;SEM PEIXE;12;Prefeito;55;EDER ELOI ALVES PENA;ÉDER DE TIQUIM;DEFERIDO;PSD;SEM PEIXE NO RUMO CERTO;ELEITO;1675;3165560;CENTRO ESQUERDA;2606;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;31682;3701;2304;9032;15683;Ponte Nova;Zona da Mata
2020;1;M;MG;40754;ARAPUÁ;76;Prefeito;11;JOAO BATISTA TERTO DA CUNHA;TERTO;DEFERIDO;PP;PARTIDO ISOLADO;ELEITO;1238;3103801;DIREITA;2835;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;127128;10031;35710;46290;16086;Patos de Minas;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;44270;DESTERRO DE ENTRE RIOS;106;Prefeito;25;WAGNO ALMEIDA DUARTE;WAGUINHO DUARTE;DEFERIDO;DEM;HONESTIDADE E TRANSPARÊNCIA!;ELEITO;2469;3121407;DIREITA;7255;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;191172;13268;78196;60032;31763;Conselheiro Lafaiete;Metropolitana de Belo Horizonte
2020;1;M;MG;41939;CACHOEIRA DE MINAS;300;Prefeito;25;DIRCEU D ANGELO DE FARIA;DIRCEU DO ZÉ BIGODE;DEFERIDO;DEM;JUNTOS SOMOS MAIS;ELEITO;3211;3109709;DIREITA;11579;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;373367;21950;167743;91727;49948;Santa Rita do Sapucaí;Sul/Sudoeste de Minas
2020;1;M;MG;42030;CAJURI;282;Prefeito;25;RICARDO AUGUSTO DIAS DE ANDRADE;RICARDO;DEFERIDO;DEM;PRA FRENTE QUE SE ANDA;ELEITO;1962;3110202;DIREITA;3974;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;72035;6662;18801;20240;20363;Viçosa;Zona da Mata
2020;1;M;MG;48895;NAZARENO;328;Prefeito;45;JOSÉ HEITOR GUIMARÃES DE CARVALHO;JOSÉ HEITOR;DEFERIDO;PSDB;NAZARENO NO RUMO CERTO;ELEITO;2012;3144508;DIREITA;8660;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;311488;30978;145221;74085;42015;São João Del Rei;Campo das Vertentes
2020;1;M;MG;42617;CARANAÍBA;68;Prefeito;15;FÁBIO HENRIQUES DUTRA;FABINHO;DEFERIDO;MDB;UMA CARANAÍBA PARA TODOS;ELEITO;1379;3113107;DIREITA;3166;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;33066;4130;1060;8827;18116;Barbacena;Campo das Vertentes
2020;1;M;MG;44172;CURVELO;100;Prefeito;11;LUIZ PAULO GLORIA GUIMARAES;LUIZ PAULO;DEFERIDO;PP;PARTIDO ISOLADO;ELEITO;15389;3120904;DIREITA;80616;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;1812901;197766;245263;873637;328192;Curvelo;Central Mineira
2020;1;M;MG;40061;CAPITÃO ANDRADE;138;Prefeito;15;AROLDO MIRANDA DA SILVA;AROLDO;DEFERIDO;MDB;JUNTOS PARA AVANÇAR MAIS;ELEITO;1979;3112653;DIREITA;5514;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;49647;3845;1844;14975;27535;Governador Valadares;Vale do Rio Doce
2020;1;M;MG;40916;ASTOLFO DUTRA;79;Prefeito;15;BRUNO RIBEIRO;BRUNO RIBEIRO;DEFERIDO;MDB;UNIDOS SOMOS MAIS FORTES;ELEITO;5505;3104601;DIREITA;14270;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;304948;19218;104499;94447;58803;Ubá;Zona da Mata
2020;1;M;MG;41912;CACHOEIRA DA PRATA;322;Prefeito;10;CLECIO GONCALVES DA SILVA;CLECINHO;DEFERIDO;REPUBLICANOS;POR UMA CACHOEIRA COM MAIS EMPREGOS;ELEITO;1518;3109600;CENTRO DIREITA;3591;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;46748;1294;2273;18942;19154;Sete Lagoas;Metropolitana de Belo Horizonte
2020;1;M;MG;43435;CONCEIÇÃO DAS PEDRAS;99;Prefeito;11;BENEDITO CARLOS PEREIRA;CARLÃO;DEFERIDO;PP;TRABALHO E UNIÃO;ELEITO;1326;3117207;DIREITA;2813;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;40130;7114;1529;13869;15545;Santa Rita do Sapucaí;Sul/Sudoeste de Minas
2020;1;M;MG;46515;ITAMARATI DE MINAS;79;Prefeito;13;HAMILTON DE MOURA FILHO;HAMILTON;DEFERIDO;PT;PARA ITAMARATI SEGUIR AVANÇANDO;ELEITO;1535;3132602;ESQUERDA;4375;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pt.png;58735;12911;4319;17084;21867;Cataguases;Zona da Mata
2020;1;M;MG;43850;COROMANDEL;96;Prefeito;51;FERNANDO BRENO VALADARES VIEIRA;FERNANDO BRENO;DEFERIDO;PATRIOTA;NOVO CAMINHO PARA COROMANDEL;ELEITO;6905;3119302;DIREITA;27966;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/patriota.png;1015126;359597;95070;366698;125838;Patrocínio;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;51179;RIO PRETO;240;Prefeito;25;INACIO DE LOYOLA MACHADO FERREIRA;INACIO;DEFERIDO;DEM;SEGUINDO EM FRENTE;ELEITO;1856;3155900;DIREITA;5485;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;61473;3704;3364;26264;25699;Juiz de Fora;Zona da Mata
2020;1;M;MG;42340;SÃO SEBASTIÃO DA VARGEM ALEGRE;284;Prefeito;45;ARCEDINO JOSE DE ALMEIDA;DIDI ALMEIDA;DEFERIDO;PSDB;PARTIDO ISOLADO;ELEITO;1343;3164431;DIREITA;3024;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;52566;3937;14261;14383;18434;Muriaé;Zona da Mata
2020;1;M;MG;49530;PASSA TEMPO;208;Prefeito;40;EDILSON RODRIGUES;EDILSON RODRIGUES;DEFERIDO;PSB;NO CAMINHO CERTO;ELEITO;2794;3147709;DIREITA;8057;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;269118;12847;98263;79147;37842;Oliveira;Oeste de Minas
2020;1;M;MG;43915;CORONEL PACHECO;235;Prefeito;40;MARCOS AURÉLIO VALÉRIO VENÂNCIO;COLÉU;DEFERIDO;PSB; UNIDOS POR UMA NOVA CORONEL ;ELEITO;676;3119609;DIREITA;3090;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;46066;8637;2380;15623;17283;Juiz de Fora;Zona da Mata
2020;1;M;MG;42560;VERMELHO NOVO;231;Prefeito;51;JOSE DAS GRACAS SILVA;ZÉ BONEIZINHO;DEFERIDO;PATRIOTA;JUNTOS POR UM VERMELHO NOVO MELHOR;ELEITO;1843;3171154;DIREITA;4846;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/patriota.png;41394;5541;1430;10437;22695;Ponte Nova;Zona da Mata
2020;1;M;MG;48178;MATIPÓ;2;Prefeito;23;FÁBIO HENRIQUE GARDINGO;FABINHO GARDINGO;DEFERIDO;CIDADANIA;DE NOVO COM A FORÇA DO POVO;ELEITO;6712;3140902;CENTRO;19005;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/cidadania.png;374142;13725;17564;218955;74187;Manhuaçu;Zona da Mata
2020;1;M;MG;42919;CARRANCAS;343;Prefeito;14;HELY ANDRADE ALVES;HELY;DEFERIDO;PTB;COMPETENCIA, EXPERIENCIA E ATITUDE A SERVIÇO DE TODOS;ELEITO;2114;3114600;CENTRO DIREITA;4049;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;122202;55015;4493;35975;21290;Lavras;Campo das Vertentes
2020;1;M;MG;47910;MANTENA;169;Prefeito;40;JOÃO RUFINO SOBRINHO;JOÃO RUFINO;DEFERIDO;PSB;SOMOS FRUTO DE UMA HISTÓRIA DE UNIÃO;ELEITO;7598;3139607;DIREITA;27647;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;409971;17216;34043;210175;121144;Mantena;Vale do Rio Doce
2020;1;M;MG;52850;SÃO ROQUE DE MINAS;21;Prefeito;55;ONESIO DE OLIVEIRA ANDRADE;ONÉSIO;DEFERIDO;PSD;JUNTOS COM O POVO;ELEITO;2895;3164308;CENTRO ESQUERDA;7076;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;238606;57018;40140;81983;34666;Piuí;Oeste de Minas
2020;1;M;MG;47830;MALACACHETA;165;Prefeito;23;HERMES ADALTO GOMES DA CUNHA;LEI DE FRANCINO;DEFERIDO;CIDADANIA;JUNTOS POR UMA MALACACHETA QUE QUEREMOS;ELEITO;3030;3139201;CENTRO;18602;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/cidadania.png;201751;14518;19049;77550;79650;Teófilo Otoni;Vale do Mucuri
2020;1;M;MG;54194;VAZANTE;295;Prefeito;55;JACQUES SOARES GUIMARÃES;JACQUES SOARES GUIMARÃES;DEFERIDO;PSD;VAZANTE UNIDA;ELEITO;7742;3171006;CENTRO ESQUERDA;20642;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psd.png;798954;118229;250993;243383;94762;Paracatu;Noroeste de Minas
2020;1;M;MG;53317;SERRA DA SAUDADE;104;Prefeito;11;ALAÔR JOSÉ MACHADO;ALAOR MACHADO;DEFERIDO;PP;DE MÃOS DADAS COM A POPULAÇÃO - PP/PSDB;ELEITO;864;3166600;DIREITA;776;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;19107;3794;998;4352;9387;Bom Despacho;Central Mineira
2020;1;M;MG;48674;MONTE SIÃO;183;Prefeito;17;JOSE POCAI JUNIOR;ZE POCAI;DEFERIDO;PSL;MONTE SIÃO NAO PODE PARAR;ELEITO;7183;3143401;DIREITA;24029;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psl.png;442973;18021;58130;221959;109561;Poços de Caldas;Sul/Sudoeste de Minas
2020;1;M;MG;53295;SERRA AZUL DE MINAS;294;Prefeito;45;LEONARDO DO CARMO COELHO;SARGENTO LEONARDO;DEFERIDO;PSDB;TRABALHO, RESPEITO E AMOR A SERRA AZUL DE MINAS;ELEITO;1512;3166501;DIREITA;4292;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;34633;3167;1367;8640;20460;Conceição do Mato Dentro;Metropolitana de Belo Horizonte
2020;1;M;MG;49719;PEÇANHA;212;Prefeito;40;FABRICIO DAYRELL OLIVEIRA ALVARENGA;FABRICIO ALVARENGA;DEFERIDO;PSB;TESTADO E APROVADO ;ELEITO;6019;3148608;DIREITA;17537;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;210926;54131;5888;68466;73440;Peçanha;Vale do Rio Doce
2020;1;M;MG;46418;ITACARAMBI;148;Prefeito;11;NÍVEA MARIA DE OLIVEIRA;DOUTORA NÍVEA;DEFERIDO;PP;ORDEM É O PROGRESSO;ELEITO;4203;3132107;DIREITA;18164;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;209948;11327;23685;76198;83338;Januária;Norte de Minas
2020;1;M;MG;43516;CONCEIÇÃO DO PARÁ;219;Prefeito;15;JOSE CASSIMIRO RODRIGUES;CASSIMIRO;DEFERIDO;MDB;UNIDOS POR CONCEIÇÃO DO PARÁ;ELEITO;1995;3117603;DIREITA;5533;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;275304;16315;138367;62734;31790;Divinópolis;Oeste de Minas
2020;1;M;MG;43338;COIMBRA;282;Prefeito;25;MAURÍLIO DIAS MASSENSINI;RUSSO;DEFERIDO;DEM;POR UMA MUDANÇA DE VERDADE;ELEITO;1870;3116704;DIREITA;7594;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;117179;17045;8073;48475;33977;Viçosa;Zona da Mata
2020;1;M;MG;40614;ANTÔNIO PRADO DE MINAS;111;Prefeito;14;WELISON SIMA  DA FONSECA;SANSAO;DEFERIDO;PTB;¿A FORÇA QUE VEM DO POVO¿;ELEITO;1099;3103108;CENTRO DIREITA;1587;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;23634;2007;1027;7069;12793;Muriaé;Zona da Mata
2020;1;M;MG;46795;ITINGA;15;Prefeito;11;JOAO BOSCO VERSIANI GUSMAO CORDEIRO;BOSQUINHO;DEFERIDO;PP;UNIDOS POR ITINGA;ELEITO;6470;3134004;DIREITA;15022;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;127264;8001;16241;36503;59858;Araçuaí;Jequitinhonha
2020;1;M;MG;49670;PAULISTAS;242;Prefeito;15;EVANDRO RIBEIRO DE CARVALHO;EVANDRO;DEFERIDO;MDB;PAULISTAS NO RUMO CERTO;ELEITO;2138;3148400;DIREITA;4812;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;52144;7156;4424;14882;23024;Guanhães;Vale do Rio Doce
2020;1;M;MG;41122;NINHEIRA;237;Prefeito;15;WAGNER ANTUNES SPOSITO;BIA;DEFERIDO;MDB;CUIDANDO DA NOSSA GENTE;ELEITO;3275;3144656;DIREITA;10326;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;90256;12532;5147;21150;47251;Salinas;Norte de Minas
2020;1;M;MG;47791;MACHADO;164;Prefeito;40;MAYCON WILLIAN DA SILVA;MAYCON WILLIAN;DEFERIDO;PSB;DO POVO PARA O POVO;ELEITO;7341;3139003;DIREITA;42413;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;976463;72665;178923;443697;181600;Alfenas;Sul/Sudoeste de Minas
2020;1;M;MG;44970;EUGENÓPOLIS;111;Prefeito;14;JUAREZ LUIZ BREIJÃO;JUAREZ BREIJÃO;DEFERIDO;PTB; O PEDIDO DO POVO É RENOVAÇÃO¿;ELEITO;3882;3124906;CENTRO DIREITA;11330;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/ptb.png;166494;18681;25519;63854;47703;Muriaé;Zona da Mata
2020;1;M;MG;43818;CORINTO;95;Prefeito;15;EVALDO PAULO DOS REIS;EVALDO DOS REIS EVALDÃO;DEFERIDO;MDB;AGORA É A VEZ DO POVO;ELEITO;8438;3119104;DIREITA;23668;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;330536;33839;38602;136213;102412;Curvelo;Central Mineira
2020;1;M;MG;43257;CIPOTÂNEA;11;Prefeito;11;ROBERTO HENRIQUES DE OLIVEIRA;ROBERTINHO;DEFERIDO;PP;RENOVAR PARA PROGREDIR;ELEITO;2235;3116308;DIREITA;6799;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;57511;4558;4484;17601;29060;Viçosa;Zona da Mata
2020;1;M;MG;49999;PESCADOR;136;Prefeito;25;GERALDO ANASTÁCIO JARDIM;ANASTÁCIO;DEFERIDO;DEM;UNIDOS POR PESCADOR ;ELEITO;1412;3150000;DIREITA;4256;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;40100;3485;1251;12740;21400;Governador Valadares;Vale do Rio Doce
2020;1;M;MG;42013;CAIANA;303;Prefeito;11;MAURICIO PINHEIRO FERREIRA;MAURICIO;DEFERIDO;PP;CONTINUANDO UMA NOVA HISTÓRIA;ELEITO;1979;3110103;DIREITA;5541;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;60783;7181;2893;20682;26661;Muriaé;Zona da Mata
2020;1;M;MG;42587;TOCOS DO MOJI;227;Prefeito;45;GIVANILDO JOSE DA SILVA;NIDÃO;DEFERIDO;PSDB;PARTIDO ISOLADO;ELEITO;1934;3169059;DIREITA;4109;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;52993;13179;2057;15065;20530;Pouso Alegre;Sul/Sudoeste de Minas
2020;1;M;MG;41505;SANTA HELENA DE MINAS;4;Prefeito;70;MARCUS AURELIUS RODRIGUES;MARCUS DE ZÉ WILSON;DEFERIDO;AVANTE;PARTIDO ISOLADO;ELEITO;2399;3157658;CENTRO DIREITA;6386;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/avante.png;49068;4122;1240;13826;28468;Nanuque;Vale do Mucuri
2020;1;M;MG;40657;ARACITABA;250;Prefeito;45;TEREZINHA MARCÍLIA DO AMARAL TOLEDO;MARCÍLIA DO NENÉM;DEFERIDO;PSDB;PARTIDO ISOLADO;ELEITO;1167;3103306;DIREITA;2059;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;23901;2791;827;6729;12932;Juiz de Fora;Zona da Mata
2020;1;M;MG;46094;ILICÍNEA;122;Prefeito;11;NIRLEI CRISTIANI;NIRLEI DO SINDICATO;DEFERIDO;PP;COM UNIÃO E ESPERANÇA FAREMOS A MUDANÇA;ELEITO;3736;3130507;DIREITA;12444;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;170031;22220;9767;72413;53421;Varginha;Sul/Sudoeste de Minas
2020;1;M;MG;48275;MEDINA;175;Prefeito;10;EVALDO LUCIO PEIXOTO SENA;VAVÁ;DEFERIDO;REPUBLICANOS;O QUE É BOM, DEVE CONTINUAR;ELEITO;4612;3141405;CENTRO DIREITA;20759;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;224193;8642;23424;94694;84641;Pedra Azul;Jequitinhonha
2020;1;M;MG;50857;RESPLENDOR;233;Prefeito;11;DIOGO SCARABELLI JUNIOR;PROFESSOR DIOGO;DEFERIDO;PP;UNIDOS PELO PROGRESSO;ELEITO;7014;3154309;DIREITA;17396;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;239623;12479;13693;120581;77582;Aimorés;Vale do Rio Doce
2020;1;M;MG;45136;FELIXLÂNDIA;100;Prefeito;10;VANDERLI DE CARVALHO BARBOSA;NONÔ CARVALHO;DEFERIDO;REPUBLICANOS;FELIXLÂNDIA NÃO PODE PARAR;ELEITO;5564;3125705;CENTRO DIREITA;15433;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;222234;42075;9265;83218;69468;Curvelo;Central Mineira
2020;1;M;MG;45110;FELISBURGO;149;Prefeito;45;IDEUVAN DE SOUZA AVELAR;IDEUVAN AVELAR;DEFERIDO;PSDB;UNIDOS POR AMOR A FELISBURGO;ELEITO;2108;3125606;DIREITA;7504;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;62624;5184;1612;20528;33080;Almenara;Jequitinhonha
2020;1;M;MG;41602;SÃO JOÃO DAS MISSÕES;166;Prefeito;10;JAIR CAVALCANTE BARBOSA;JAIR XAKRIABÁ;DEFERIDO;REPUBLICANOS;FORÇA E RENOVAÇÃO;ELEITO;3828;3162450;CENTRO DIREITA;13125;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/republicanos.png;83661;4046;2622;19513;54985;Januária;Norte de Minas
2020;1;M;MG;40932;ATALÉIA;270;Prefeito;77;GILSON BOTELHO BASTOS;GILSON BOTELHO GILSINHO;DEFERIDO;SOLIDARIEDADE;CORAGEM PARA MUDAR;ELEITO;3770;3104700;CENTRO DIREITA;12678;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/solidariedade.png;158242;30077;18489;47544;54523;Teófilo Otoni;Vale do Mucuri
2020;1;M;MG;40010;ABADIA DOS DOURADOS;96;Prefeito;25;WANDERLEI LEMES SANTOS;WANDERLEI LEMES;DEFERIDO;DEM;UNIDOS POR ABADIA ;ELEITO;2642;3100104;DIREITA;7006;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;127582;32757;12233;40845;33268;Patrocínio;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;54097;URUCÂNIA;339;Prefeito;25;JOSÉ MÁRCIO GOMES OSÓRIO;JOSÉ MÁRCIO;DEFERIDO;DEM;NOSSA FORÇA, NOSSA GENTE;ELEITO;3342;3170503;DIREITA;10345;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/dem.png;206035;29750;50834;62143;45231;Ponte Nova;Zona da Mata
2020;1;M;MG;49093;OLÍMPIO NORONHA;159;Prefeito;40;MARIO DOUGLAS OLIVEIRA DIAS;MARINHO DO GIL;DEFERIDO;PSB;UNIDOS PARA UMA NOVA HISTORIA;ELEITO;1451;3145505;DIREITA;2809;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;36393;2848;2143;12768;16754;São Lourenço;Sul/Sudoeste de Minas
2020;1;M;MG;52051;SANTO ANTÔNIO DO JACINTO;144;Prefeito;77;WESDRA TAVARES BANDEIRA;HUGA BANDEIRA;DEFERIDO;SOLIDARIEDADE;POR AMOR A SAJA;ELEITO;3921;3160306;CENTRO DIREITA;11604;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/solidariedade.png;96688;5812;4553;32591;49827;Almenara;Jequitinhonha
2020;1;M;MG;49751;PEDRA DO ANTA;268;Prefeito;22;EDUARDO JOSÉ VIANA;EDUARDO VIANA;DEFERIDO;PL;PEDRA DO ANTA PARA TODOS;ELEITO;1849;3148806;DIREITA;3005;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pl.png;40506;8061;2398;10996;17570;Viçosa;Zona da Mata
2020;1;M;MG;49034;NOVA SERRANA;298;Prefeito;15;EUZEBIO RODRIGUES LAGO;EUZEBIO LAGO;DEFERIDO;MDB;NOVA SERRANA É DE TODOS;ELEITO;25818;3145208;DIREITA;105520;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;2568620;9141;881433;983700;427328;Divinópolis;Oeste de Minas
2020;1;M;MG;43419;CONCEIÇÃO DA APARECIDA;77;Prefeito;40;JOSE ANTONIO FERREIRA;TONHÃO;DEFERIDO;PSB;PARA UM BARRO PRETO MELHOR;ELEITO;3656;3117108;DIREITA;10322;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;174880;29586;8669;76114;47696;Alfenas;Sul/Sudoeste de Minas
2020;1;M;MG;41645;SÃO JOSÉ DA BARRA;10;Prefeito;40;PAULO SERGIO LEANDRO DE OLIVEIRA;SERGINHO;DEFERIDO;PSB;JUNTOS DE NOVO COM A FORÇA DO POVO;ELEITO;2577;3162948;DIREITA;7480;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psb.png;791805;28927;660242;55004;38270;Passos;Sul/Sudoeste de Minas
2020;1;M;MG;43591;CONGONHAS;85;Prefeito;15;CLÁUDIO ANTÔNIO DE SOUZA;DR CLÁUDIO  DINHO;DEFERIDO;MDB;CONGONHAS EM BOAS MÃOS;ELEITO;11158;3118007;DIREITA;55309;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;1986608;2398;684216;703465;404578;Conselheiro Lafaiete;Metropolitana de Belo Horizonte
2020;1;M;MG;40665;SANTA RITA DE MINAS;71;Prefeito;45;ADEMILSON LUCAS FERNANDES;ADEMILSON;DEFERIDO;PSDB;JUNTOS PARA UMA CIDADE CADA VEZ MELHOR;ELEITO;2302;3159357;DIREITA;7268;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/psdb.png;89103;5619;9572;33699;33218;Caratinga;Vale do Rio Doce
2020;1;M;MG;50555;PRATA;229;Prefeito;11;MARCEL VIEIRA RODRIGUES DA CUNHA;XEXÉU;DEFERIDO;PP;UNIDOS POR UM FUTURO MELHOR PARA O PRATA;ELEITO;8457;3152808;DIREITA;28017;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/pp.png;1002192;240093;140588;401476;128279;Uberlândia;Triângulo Mineiro/Alto Paranaíba
2020;1;M;MG;53090;SARDOÁ;283;Prefeito;15;IVANIA MARIA MAIA;IVANIA;DEFERIDO;MDB;UNIDOS PELO FUTURO DE  SARDOÁ;ELEITO;2392;3165503;DIREITA;6361;https://raw.githubusercontent.com/CarCesar/MG2020/main/logos/mdb.png;61207;6560;2474;20219;28988;Guanhães;Vale do Rio Doce
